City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,castillos,-34.1667,-53.8333,19.62,95,100,2.47,UY,1708668782
363,el alto,-4.2714,-81.2147,24.21,83,83,5.41,PE,1708668783
364,khilok,51.3674,110.4676,-9.01,77,100,2.84,RU,1708668783
365,luanda,-8.8368,13.2343,26.0,94,75,1.03,AO,1708668784
366,jiuquan,39.7432,98.5174,-6.24,76,100,2.06,CN,1708668784
367,happy valley-goose bay,53.3168,-60.3315,-3.83,74,100,4.63,CA,1708668785
368,gaigeturi,33.4644,126.3183,8.36,83,100,7.26,KR,1708668785
369,byerazino,53.8391,28.9879,4.25,92,100,6.71,BY,1708668786
370,tortoli,39.9256,9.6572,12.37,69,100,4.76,IT,1708668786
371,znin,52.8496,17.7199,11.18,74,100,3.13,PL,1708668787
372,labasa,-16.4167,179.3833,27.72,87,100,0.38,FJ,1708668787
373,olonkinbyen,70.9221,-8.7187,-0.94,95,97,8.26,SJ,1708668788
374,kolonia,50.9333,6.95,6.59,75,35,5.34,DE,1708668762
375,okhotsk,59.3833,143.3,-19.08,79,28,6.63,RU,1708668789
376,kapuskasing,49.4169,-82.4331,-13.95,85,100,5.71,CA,1708668696
377,tosontsengel,48.7567,98.2839,-17.36,90,98,1.87,MN,1708668790
378,inari,68.906,27.0288,1.11,96,99,5.98,FI,1708668791
379,pathein,16.7833,94.7333,34.06,26,6,5.06,MM,1708668791
380,port lincoln,-34.7333,135.8667,18.51,57,50,8.43,AU,1708668792
381,bamiantong,44.9333,130.5333,-9.28,74,18,2.4,CN,1708668792
382,paracuru,-3.41,-39.0306,24.5,87,76,1.41,BR,1708668549
383,mournies,35.4764,24.0092,14.35,82,20,1.54,GR,1708668794
384,dhidhdhoo,6.8833,73.1,27.81,71,63,4.13,MV,1708668794
385,choyr,46.3611,108.3611,-15.77,68,78,2.43,MN,1708668795
386,mudkhed,19.1667,77.5167,27.02,22,3,3.15,IN,1708668558
387,kokrajhar,26.399,90.2718,25.99,40,18,3.31,IN,1708668796
388,sohbatpur,28.5202,68.5434,23.39,7,0,4.65,PK,1708668797
389,aykhal,66.0,111.5,-14.81,64,100,1.86,RU,1708668797
390,loukhi,66.0764,33.0381,0.68,93,100,4.71,RU,1708668798
391,atherton,53.5237,-2.4935,4.58,94,47,3.99,GB,1708668798
392,pont rouge,48.8833,-72.0825,-1.89,94,99,3.03,CA,1708668799
393,ciudad lazaro cardenas,17.9583,-102.2,22.71,86,11,0.96,MX,1708668799
394,sena madureira,-9.0656,-68.6569,22.89,99,100,0.2,BR,1708668799
395,colonia,50.9333,6.95,6.59,75,0,4.12,DE,1708668801
396,sattur,9.3667,77.9333,33.53,43,5,1.11,IN,1708668801
397,antonio enes,-16.2325,39.9086,27.69,84,66,3.5,MZ,1708668802
398,yingkou,40.6648,122.2283,-2.93,35,88,7.81,CN,1708668802
399,nushki,29.5542,66.0215,11.76,17,0,2.23,PK,1708668803
400,san lawrenz,36.0553,14.204,12.67,74,3,7.47,MT,1708668803
401,potenza,40.6443,15.8086,4.79,95,95,3.05,IT,1708668804
402,lincoln,40.8,-96.667,5.01,69,4,0.89,US,1708668720
403,penarroya-pueblonuevo,38.3,-5.2667,5.25,92,31,3.78,ES,1708668805
404,nadi,-17.8,177.4167,27.0,94,75,3.6,FJ,1708668805
405,southside,33.9245,-86.0225,16.9,97,100,5.44,US,1708668806
406,san francisco ixhuatan,16.3569,-94.4825,23.13,66,0,1.35,MX,1708668807
407,santa terezinha,-29.9002,-50.0904,22.59,91,5,2.76,BR,1708668808
408,boromo,11.75,-2.9333,21.02,11,36,3.02,BF,1708668808
409,essaouira,31.5125,-9.77,15.72,82,37,3.6,MA,1708668809
410,remire-montjoly,4.9167,-52.2667,23.02,94,20,0.0,GF,1708668809
411,skelleftea,64.7507,20.9528,1.2,100,75,4.12,SE,1708668810
412,cidreira,-30.1811,-50.2056,22.74,94,1,3.39,BR,1708668810
413,selfoss,63.9331,-20.9971,-3.84,78,62,4.75,IS,1708668811
414,kuta,-8.7233,115.1723,31.97,74,40,4.02,ID,1708668811
415,akjoujt,19.6969,-14.4164,17.17,13,28,4.39,MR,1708668798
416,cabugao,17.7931,120.4578,31.61,60,13,4.5,PH,1708668812
417,meadow lake,34.8014,-106.5436,7.5,31,18,3.36,US,1708668812
418,tshabong,-26.05,22.45,28.62,36,0,6.37,BW,1708668813
419,murzuq,25.9155,13.9184,9.32,59,0,1.98,LY,1708668813
420,carbonear,47.7332,-53.2148,0.9,97,100,3.11,CA,1708668814
421,griffith,41.5284,-87.4237,9.94,63,48,3.72,US,1708668814
422,argo,37.6333,22.7333,12.66,82,3,1.5,GR,1708668815
423,mount isa,-20.7333,139.5,33.87,43,37,3.6,AU,1708668815
424,santa elena de uairen,4.6167,-61.1333,20.99,59,84,1.86,VE,1708668816
425,kununurra,-15.7667,128.7333,35.99,46,76,3.6,AU,1708668816
426,polyarnyy,69.1989,33.4478,0.94,89,98,7.38,RU,1708668817
427,kolosovka,56.4678,73.611,-19.79,81,100,3.63,RU,1708668817
428,antigonish,45.6169,-61.9986,-1.66,96,100,0.89,CA,1708668818
429,zahedan,29.4963,60.8629,10.95,22,0,0.0,IR,1708668818
430,chipurupalle,18.3,83.5667,32.37,39,30,3.11,IN,1708668818
431,zacatecas,23.0,-103.0,13.81,19,83,2.59,MX,1708668819
432,halifax,44.6453,-63.5724,-4.25,91,51,1.58,CA,1708668606
433,arkhangel'sk,64.5401,40.5433,-1.94,86,100,5.0,RU,1708668820
434,togur,58.3631,82.8265,-17.7,75,100,3.74,RU,1708668820
435,fort drum,44.0584,-75.7619,3.33,87,100,3.6,US,1708668821
436,san jose del guaviare,2.5729,-72.6459,25.24,57,100,1.04,CO,1708668821
437,tukrah,32.5341,20.5791,14.6,62,54,7.31,LY,1708668822
438,kaset sombun,16.2805,101.9542,37.5,26,5,4.01,TH,1708668822
439,agupit,13.4225,123.3247,31.33,52,66,1.9,PH,1708668823
440,porto belo,-27.1578,-48.5531,24.53,100,21,2.04,BR,1708668823
441,as sulayyil,20.4607,45.5779,21.52,23,2,5.49,SA,1708668824
442,san andres,12.5847,-81.7006,23.01,68,20,1.03,CO,1708668539
443,yaren,-0.5472,166.916,29.55,76,100,6.48,NR,1708668825
444,princeville,45.7668,-61.2985,-1.72,95,100,4.12,CA,1708668825
445,pacific grove,36.6177,-121.9166,10.92,87,0,2.57,US,1708668826
446,dalandzadgad,43.5708,104.425,-8.21,37,6,1.03,MN,1708668827
447,la sarre,48.8002,-79.1996,-1.15,96,100,5.41,CA,1708668827
448,tolanaro,-25.0319,46.9987,27.42,75,16,5.8,MG,1708668827
449,pahrump,36.2083,-115.9839,10.14,61,2,0.45,US,1708668828
450,lilongwe,-13.9669,33.7873,24.11,83,75,5.66,MW,1708668829
451,isla vista,34.4133,-119.861,16.01,84,0,1.54,US,1708668829
452,heroica caborca,30.7167,-112.15,17.21,49,98,2.71,MX,1708668830
453,nchelenge,-9.3451,28.734,22.75,85,100,2.14,ZM,1708668830
454,azul,-36.777,-59.8585,15.12,94,96,2.75,AR,1708668825
455,chakradharpur,22.7,85.6333,30.15,26,15,1.54,IN,1708668831
456,mujiayingzi,42.1167,118.7833,-5.31,24,100,0.93,CN,1708668831
457,gowurdak,37.8124,66.0466,8.58,37,22,0.68,TM,1708668832
458,mugia,43.1041,-9.2179,10.51,67,97,13.11,ES,1708668832
459,udachny,66.4167,112.4,-15.86,71,100,1.48,RU,1708668833
460,novoutkinsk,56.993,59.5571,-14.86,95,100,2.92,RU,1708668833
461,natal,-5.795,-35.2094,25.36,88,40,2.06,BR,1708668666
462,raduzhny,62.0961,77.475,-15.86,91,98,3.35,RU,1708668834
463,kingscliff,-28.2667,153.5667,33.2,74,28,5.14,AU,1708668835
464,rongelap,11.1635,166.8941,26.42,83,53,10.14,MH,1708668835
465,delijan,33.9905,50.6838,8.23,39,15,0.91,IR,1708668836
466,i-n-salah,27.1935,2.4607,11.78,46,0,3.82,DZ,1708668836
467,mossendjo,-2.9506,12.7261,22.16,98,100,1.14,CG,1708668836
468,yuzhno-kurilsk,44.0306,145.8556,-7.01,75,67,1.98,RU,1708668837
469,mahajanga,-15.7167,46.3167,25.16,93,100,2.42,MG,1708668837
470,lagoa,39.05,-27.9833,13.51,64,100,2.47,PT,1708668838
471,richards bay,-28.783,32.0377,26.29,71,38,2.84,ZA,1708668838
472,wynyard,-41.0,145.7167,17.07,54,56,6.78,AU,1708668839
473,pataias,39.6698,-8.9958,11.42,79,96,9.32,PT,1708668839
474,yima,34.7381,111.8839,-2.79,80,98,2.05,CN,1708668840
475,satsuma,30.8532,-88.0561,19.6,85,32,3.93,US,1708668650
476,katabu,-4.9333,122.5167,30.23,72,50,0.94,ID,1708668842
477,hemsby,52.6971,1.6918,4.99,93,26,6.24,GB,1708668842
478,konarka,19.9,86.1167,28.22,54,0,3.38,IN,1708668843
479,oskarshamn,57.2645,16.4484,7.21,86,100,7.65,SE,1708668843
480,tamanrasset,22.785,5.5228,10.95,24,0,4.12,DZ,1708668843
481,minab,27.1467,57.0801,22.09,55,5,0.38,IR,1708668844
482,sao martinho,39.5144,-9.1311,12.85,73,89,7.15,PT,1708668845
483,tobruk,32.0836,23.9764,14.08,75,46,3.81,LY,1708668845
484,thiers,45.8333,3.5,4.18,86,33,2.72,FR,1708668846
485,kindu,-2.95,25.95,24.79,91,92,1.24,CD,1708668847
486,batroun,34.2553,35.6581,12.57,66,81,2.87,LB,1708668847
487,takoradi,4.8845,-1.7554,25.41,76,100,1.9,GH,1708668847
488,illapel,-31.6308,-71.1653,18.36,75,12,0.76,CL,1708668848
489,hawera,-39.5917,174.2833,19.57,70,33,5.05,NZ,1708668552
490,rabigh,22.7986,39.0349,25.94,61,0,3.38,SA,1708668849
491,galliano,29.4422,-90.2992,20.0,83,100,5.14,US,1708668850
492,tommot,58.9564,126.2925,-14.68,85,100,3.81,RU,1708668742
493,mahibadhoo,3.7833,72.9667,27.79,75,70,4.13,MV,1708668851
494,ribeira brava,32.65,-17.0667,18.17,77,60,2.56,PT,1708668851
495,strathalbyn,-35.2667,138.9,22.38,65,56,7.45,AU,1708668852
496,baise city,23.8997,106.6133,14.88,74,100,2.57,CN,1708668852
497,siguiri,11.6667,-9.5,19.35,14,60,2.2,GN,1708668853
498,al kharijah,25.4514,30.5464,18.24,33,97,2.95,EG,1708668854
499,floro,61.5996,5.0328,5.04,93,75,4.63,NO,1708668854
500,irymple,-34.25,142.1667,25.61,38,0,0.89,AU,1708668855
501,torbat-e heydariyeh,35.274,59.2195,5.79,42,2,1.41,IR,1708668856
502,kirakira,-10.4544,161.9205,27.37,86,100,2.89,SB,1708668856
503,samana,19.2056,-69.3369,22.87,59,41,3.42,DO,1708668856
504,el nido,11.1858,119.3956,27.99,69,17,5.96,PH,1708668857
505,tromso,69.6496,18.957,-2.99,86,0,0.51,NO,1708668857
506,namsos,64.4662,11.4957,6.03,70,0,8.75,NO,1708668858
507,lazaro cardenas,17.9583,-102.2,22.71,86,11,0.96,MX,1708668799
508,tuzha,57.6062,47.936,-13.24,94,46,3.77,RU,1708668859
509,mahanoro,-19.9,48.8,27.41,76,40,1.92,MG,1708668859
510,yakeshi,49.2833,120.7333,-16.83,79,50,1.88,CN,1708668860
511,sinop,41.7711,34.8709,4.78,69,6,3.48,TR,1708668860
512,kharkhorin,47.1975,102.8238,-13.46,82,13,1.55,MN,1708668861
513,aracoiaba,-4.3711,-38.8142,22.89,93,88,0.72,BR,1708668861
514,santa rosa,14.3122,121.1114,30.62,74,44,7.33,PH,1708668765
515,linares,-35.85,-71.6,12.3,80,20,2.11,CL,1708668862
516,palikir - national government center,6.9248,158.1611,27.41,83,100,1.54,FM,1708668863
517,lorengau,-2.0226,147.2712,28.59,79,94,1.87,PG,1708668863
518,gadzhiyevo,69.2551,33.3362,0.49,90,98,7.11,RU,1708668864
519,suntar,62.1444,117.6319,-14.09,82,38,2.22,RU,1708668864
520,sept-iles,50.2001,-66.3821,-3.3,92,100,4.63,CA,1708668865
521,saint-pierre,-21.3393,55.4781,28.82,74,75,5.14,RE,1708668865
522,cumnock,55.4544,-4.2664,4.33,94,94,3.75,GB,1708668866
523,sao jose da coroa grande,-8.8978,-35.1478,25.93,84,16,2.43,BR,1708668866
524,walvis bay,-22.9575,14.5053,15.61,83,29,1.53,NA,1708668748
525,howrah,22.5892,88.3103,26.0,61,20,2.57,IN,1708668867
526,ilha de mocambique,-15.0342,40.7358,27.25,86,96,3.93,MZ,1708668868
527,porto novo,6.4965,2.6036,27.71,81,100,1.42,BJ,1708668868
528,bani suwayf,29.0744,31.0979,15.31,58,100,4.35,EG,1708668868
529,touros,-5.1989,-35.4608,25.11,89,58,3.04,BR,1708668869
530,hobbs,32.7026,-103.136,12.04,32,0,2.57,US,1708668578
531,tabas,33.5959,56.9244,11.12,32,0,0.0,IR,1708668870
532,guercif,34.2257,-3.3536,13.8,66,77,4.49,MA,1708668871
533,antsiranana,-12.2787,49.2917,28.14,77,26,3.77,MG,1708668871
534,zakamensk,50.3741,103.2863,-11.04,65,21,1.08,RU,1708668872
535,tionk essil,12.7856,-16.5217,22.98,17,76,4.89,SN,1708668872
536,breves,-1.6822,-50.4803,22.94,96,99,1.66,BR,1708668873
537,kerrville,30.0474,-99.1403,17.53,43,0,4.12,US,1708668803
538,tari,12.4086,4.4914,21.95,31,84,4.07,NG,1708668874
539,cumbal,0.9088,-77.7915,7.79,91,99,0.93,CO,1708668874
540,hailar,49.2,119.7,-16.99,75,47,2.02,CN,1708668875
541,fada n'gourma,12.0622,0.3578,22.78,14,25,3.75,BF,1708668875
542,egilsstadir,65.2653,-14.3948,-2.05,93,75,1.54,IS,1708668663
543,ust-nera,64.5667,143.2,-27.49,97,100,1.43,RU,1708668876
544,pilar,-9.5972,-35.9567,24.96,93,23,1.33,BR,1708668876
545,quellon,-43.1167,-73.6167,10.52,77,51,2.01,CL,1708668877
546,obo,5.3998,26.4869,28.71,31,97,0.46,CF,1708668877
547,punta del este,-34.9667,-54.95,22.76,93,0,3.13,UY,1708668878
548,inirida,3.8653,-67.9239,24.59,57,97,1.62,CO,1708668878
549,wanning,18.8003,110.3967,25.17,75,100,4.41,CN,1708668879
550,afaahiti,-17.75,-149.2833,27.93,75,69,0.27,PF,1708668879
551,salinopolis,-0.6136,-47.3561,24.3,92,100,2.64,BR,1708668880
552,leirvik,59.7798,5.5005,2.7,99,100,4.66,NO,1708668880
553,khandyga,62.6667,135.6,-31.15,87,74,0.36,RU,1708668881
554,acarau,-2.8856,-40.12,24.53,87,96,0.44,BR,1708668881
555,machico,32.7,-16.7667,18.17,80,75,4.63,PT,1708668882
556,urangan,-25.3,152.9,27.97,68,38,5.49,AU,1708668882
557,seminole,28.7086,-81.2081,13.48,70,0,3.6,US,1708668883
558,mata-utu,-13.2816,-176.1745,28.63,77,100,2.74,WF,1708668883
559,la foa,-21.7108,165.8276,28.34,71,55,3.02,NC,1708668883
560,pimentel,-6.8367,-79.9342,26.16,78,0,3.09,PE,1708668884
561,cruzeiro do sul,-29.5128,-51.9853,23.07,92,34,1.23,BR,1708668884
562,mascota,20.5167,-104.7833,13.51,37,24,1.39,MX,1708668885
563,shilin,24.8188,103.3324,23.91,21,0,9.42,CN,1708668886
564,khorramabad,33.4878,48.3558,9.87,41,45,0.39,IR,1708668886
565,kotabumi,-4.8333,104.9,32.31,58,96,1.02,ID,1708668887
566,la ronge,55.1001,-105.2842,-12.88,78,100,4.12,CA,1708668887
567,al qusayr,34.5091,36.5798,10.97,75,87,1.06,SY,1708668888
568,banjarmasin,-3.3244,114.591,32.08,50,95,1.04,ID,1708668677
569,holualoa,19.6228,-155.9522,22.1,76,59,2.01,US,1708668889
570,dzhalagash,45.0833,64.6667,-5.73,61,10,3.25,KZ,1708668889
571,plettenberg bay,-34.0527,23.3716,19.23,70,0,2.29,ZA,1708668889
572,ikom,5.9667,8.7063,24.75,87,100,0.7,NG,1708668890
573,chebarkul',54.9749,60.3633,-10.25,84,11,1.39,RU,1708668890
574,malakal,9.5334,31.6605,30.38,21,100,1.8,SS,1708668891
575,kerouane,9.2667,-9.0167,19.0,22,22,0.8,GN,1708668891
576,palangkaraya,-2.2,113.8333,36.72,41,56,1.13,ID,1708668892
577,ponta pora,-22.5361,-55.7256,21.79,79,91,3.05,BR,1708668836
578,phillip island,-38.4835,145.231,20.69,63,34,12.06,AU,1708668893
579,al burayqah,30.4062,19.5739,14.35,53,26,3.85,LY,1708668893
580,khovd,48.0056,91.6419,-16.32,60,1,2.1,MN,1708668660
581,myeik,12.4333,98.6,30.38,58,58,3.68,MM,1708668894
582,island harbour,50.724,-1.2758,7.18,84,44,2.24,GB,1708668895
583,pulsano,40.3821,17.3564,13.23,74,40,1.79,IT,1708668895
584,muscat,23.6139,58.5922,23.6,46,0,1.5,OM,1708668896
585,bulnes,-36.7423,-72.2985,13.42,66,17,4.74,CL,1708668896
586,noshiro,40.2039,140.0242,0.51,59,100,6.44,JP,1708668897
587,puerto deseado,-47.7503,-65.8938,10.25,48,56,12.34,AR,1708668897
588,newman,37.3138,-121.0208,11.27,89,8,1.5,US,1708668898
589,westport,41.1415,-73.3579,5.31,89,100,2.06,US,1708668791
590,bay roberts,47.5999,-53.2648,0.86,96,100,0.45,CA,1708668899
591,saint-francois,46.4154,3.9054,4.8,73,75,4.12,FR,1708668899
592,dauphin,51.1494,-100.0502,-12.92,85,100,5.66,CA,1708668900
593,aripuana,-9.1667,-60.6333,24.0,86,98,0.97,BR,1708668900
594,revda,56.801,59.9303,-13.84,91,98,3.47,RU,1708668900
595,fada,9.5667,8.3,23.54,25,100,3.07,NG,1708668901
596,kourou,5.1552,-52.6478,23.03,74,68,4.91,GF,1708668902
597,cockburn town,21.4612,-71.1419,23.73,54,0,3.97,TC,1708668902
598,mogocha,53.7333,119.7667,-9.65,66,46,0.95,RU,1708668903
599,rovinj,45.08,13.64,12.27,81,100,11.85,HR,1708668904
